"id","grade","ref","tau","lvBeta","lvA","lvEes","laEmax","laEmin","laV0","vStressed","svr","cSys","pvr","hr","protocol","x","HR","CO","SV","EF","MAP","LAP","EDP","EDV","mPAP","RAP","E","A","EA","DT","ep","Eep","LAVI","TRv","SD","echoGrade","lapHigh"
"g1-004",1,0,0.063657,0.034543,0.25416,2.5771,1.9793,0.20028,17.383,611.05,1.1374,1.0397,0.038757,71.67,"af",110,109.18,4.0334,36.942,0.48106,87.779,11.68,8.0596,79.016,15.75,3.5123,79.159,0,NA,221.77,6.5356,12.112,29.359,1.9954,3.1823,NA,0
"g1-004",1,0,0.063657,0.034543,0.25416,2.5771,1.9793,0.20028,17.383,611.05,1.1374,1.0397,0.038757,71.67,"af",130,129.03,3.5051,27.165,0.43657,81.211,14.853,12.431,56.738,18.339,4.4556,90.468,0,NA,227.23,6.4581,14.008,33.258,1.9526,1.3665,NA,0
"g1-004",1,0,0.063657,0.034543,0.25416,2.5771,1.9793,0.20028,17.383,611.05,1.1374,1.0397,0.038757,71.67,"af",150,148.88,2.7102,18.204,0.37759,65.088,16.991,17.595,37.892,19.728,5.5589,82.862,0,NA,NA,6.3309,13.089,35.485,1.9165,1.5736,NA,1
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",0,71.053,4.8886,68.802,0.53039,105.89,8.7871,10.464,129.73,14.612,3.4799,70.853,107.72,0.65775,NA,6.0106,11.788,26.887,2.1698,3.0054,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",-1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",-1000,85.925,3.6505,42.484,0.49056,86.624,4.8456,2.9347,86.606,9.1949,1.3477,63.107,105.75,0.59677,NA,6.1409,10.277,17.964,1.7844,2.9368,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",-750,80.767,4.1134,50.93,0.50577,94.276,5.43,4.2303,100.7,10.328,1.6382,66.284,107.53,0.61644,NA,6.105,10.857,19.915,1.9052,2.4535,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",-500,76.455,4.4729,58.504,0.5175,99.644,6.2864,6.109,113.05,11.611,2.0575,62.621,107.57,0.58216,NA,6.0716,10.314,22.122,2.0084,2.5149,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",-250,73.35,4.7229,64.389,0.52536,103.33,7.4715,8.2612,122.58,13.099,2.6654,65.743,107.76,0.61009,NA,6.0417,10.882,24.553,2.0993,2.7408,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",250,69.38,4.9935,71.973,0.53355,107.71,10.142,12.52,134.89,16.087,4.5102,75.097,108.49,0.6922,214.11,5.9736,12.571,28.964,2.2182,3.3271,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",500,68.151,5.0525,74.136,0.53518,109.17,11.531,14.329,138.53,17.55,5.7116,78.401,110.46,0.70976,206.17,5.927,13.228,30.762,2.2511,3.7399,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",750,67.148,5.0889,75.786,0.53643,110.33,12.947,16,141.29,19.01,7.0317,80.806,112.97,0.71529,201.47,5.867,13.773,32.303,2.2734,4.2463,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",1000,66.242,5.1088,77.124,0.53728,111.39,14.397,17.622,143.55,20.482,8.4226,82.469,115.49,0.71408,199.2,5.7917,14.239,33.611,2.29,4.795,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",1500,64.602,5.1255,79.339,0.53905,113.3,17.385,20.864,147.18,23.489,11.349,84.447,120.09,0.7032,198.76,5.6082,15.058,35.652,2.3121,5.6229,2,1
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"volume",2000,63.15,5.1233,81.129,0.54082,115.14,20.464,24.155,150.02,26.57,14.406,85.571,124.12,0.6894,198.61,5.3968,15.856,37.111,2.3253,5.9516,2,1
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"afterload",0.7,71.049,5.3405,75.166,0.59421,83.589,8.4089,9.7588,126.5,14.769,4.0615,73.217,105.38,0.69479,NA,6.0401,12.122,27.283,2.1768,2.9108,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"afterload",0.85,71.049,5.1061,71.868,0.56035,95.267,8.613,10.132,128.25,14.694,3.7519,72.142,106.66,0.67639,NA,6.0261,11.971,27.086,2.1739,2.8912,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"afterload",1,71.049,4.8886,68.806,0.53037,105.9,8.7868,10.465,129.73,14.61,3.4793,70.851,107.71,0.65779,NA,6.0105,11.788,26.887,2.1696,3.0058,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"afterload",1.25,71.049,4.5602,64.184,0.48717,121.65,9.0252,10.95,131.76,14.459,3.0909,68.4,109.13,0.62679,NA,5.9823,11.434,26.558,2.1602,3.2249,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"afterload",1.5,71.049,4.2691,60.088,0.45062,135.3,9.2118,11.357,133.35,14.299,2.7704,65.745,110.22,0.59648,NA,5.9528,11.044,26.238,2.1488,3.4584,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"afterload",1.75,71.049,4.0097,56.437,0.41924,147.22,9.3586,11.698,134.62,14.136,2.5034,63.011,111.08,0.56727,NA,5.9222,10.64,25.929,2.1362,3.7048,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"surge",1,71.049,4.6322,65.198,0.45139,148.62,12.903,16.495,144.45,18.423,4.798,75.053,121.71,0.61663,185.97,5.8639,12.799,31.281,2.3098,4.4878,1,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"af",70,69.479,4.2496,61.164,0.5269,96.747,9.7053,8.4039,120.66,14.793,4.2147,76.746,0,NA,229.38,6.0239,12.74,27.967,2.0843,1.1539,NA,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"af",90,89.33,4.3479,48.672,0.4955,97.384,10.429,7.1744,107.32,15.649,3.7411,78.476,0,NA,233.55,6.0548,12.961,27.463,2.0755,1.2257,NA,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"af",110,109.18,4.0842,37.408,0.45754,96.215,13.287,9.5783,82.376,18.099,4.2579,80.314,0,NA,229.57,6.0608,13.251,30.67,2.0972,3.9168,NA,0
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"af",130,129.03,3.4717,26.905,0.41238,86.889,16.775,14.78,57.882,20.818,5.2869,93.306,0,NA,NA,5.9734,15.62,34.72,2.0467,1.5975,NA,1
"g1-005",1,0,0.068424,0.030998,0.26064,2.4459,1.9478,0.20545,15.257,680.42,1.2115,1.0578,0.049471,71.049,"af",150,148.88,2.6072,17.511,0.35362,67.107,18.585,19.745,38.091,21.722,6.4083,82.291,0,NA,NA,5.8729,14.012,36.308,1.9851,1.7685,NA,1
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",0,69.096,5.1885,75.092,0.58908,99.689,7.2385,8.4491,127.48,14.374,4.0551,71.221,110.89,0.64228,NA,6.4255,11.084,28.903,2.1569,3.0313,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",-1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",-1000,82.613,3.9447,47.75,0.553,81.923,3.9387,2.1443,86.346,9.3626,1.3937,65.352,108.26,0.60365,NA,6.5572,9.9666,20.414,1.8312,2.5228,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",-750,77.86,4.4262,56.849,0.5677,89,4.4447,3.2831,100.14,10.529,1.7755,66.63,109.75,0.60712,NA,6.5257,10.211,22.385,1.9438,2.3294,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",-500,73.952,4.7865,64.724,0.5782,93.942,5.1537,4.8648,111.94,11.738,2.3243,64.824,110.08,0.58888,NA,6.4941,9.9819,24.503,2.0349,2.4645,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",-250,71.113,5.0384,70.852,0.58522,97.39,6.1149,6.6843,121.07,13.047,3.0815,66.414,110.55,0.60075,NA,6.4621,10.277,26.751,2.1069,2.704,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",250,67.628,5.2758,78.012,0.59126,101.34,8.4203,10.064,131.94,15.676,5.2283,75.004,111.83,0.6707,235.3,6.3797,11.757,30.798,2.1862,3.4663,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",500,66.508,5.3269,80.095,0.59245,102.7,9.6578,11.565,135.2,16.986,6.5407,77.754,113.78,0.68336,228.59,6.3175,12.308,32.443,2.2039,4.0308,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",750,65.535,5.3568,81.74,0.5933,103.82,10.949,13.027,137.77,18.316,7.9385,79.619,116.1,0.68579,225.2,6.2394,12.761,33.855,2.2147,4.6879,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",1000,64.653,5.3721,83.092,0.59383,104.9,12.296,14.493,139.93,19.684,9.3913,80.846,118.48,0.68234,223.98,6.1434,13.16,35.055,2.2222,5.3055,2,1
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",1500,63.052,5.3808,85.339,0.59514,106.86,15.117,17.476,143.4,22.519,12.414,82.267,123.02,0.66872,222.97,5.9112,13.917,36.919,2.2296,6.1126,2,1
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"volume",2000,61.627,5.3721,87.171,0.59662,108.65,18.069,20.585,146.11,25.458,15.547,83.133,127.13,0.65391,221.61,5.652,14.709,38.245,2.2311,6.5409,2,1
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"afterload",0.7,69.094,5.5397,80.177,0.64655,77.309,6.9501,7.9421,124.01,14.567,4.5871,72.247,107.92,0.66944,NA,6.4396,11.219,29.198,2.1624,3.2138,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"afterload",0.85,69.094,5.3596,77.57,0.6163,88.89,7.1006,8.2025,125.86,14.469,4.3097,71.821,109.49,0.65598,NA,6.4335,11.164,29.048,2.1598,3.1073,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"afterload",1,69.094,5.1886,75.095,0.58907,99.69,7.2383,8.4492,127.48,14.373,4.0548,71.219,110.89,0.64228,NA,6.4255,11.084,28.903,2.1567,3.0317,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"afterload",1.25,69.094,4.9225,71.244,0.54899,116.16,7.442,8.8314,129.78,14.212,3.6746,69.925,112.92,0.61926,NA,6.4095,10.91,28.669,2.1504,3.0962,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"afterload",1.5,69.094,4.6784,67.711,0.51422,130.91,7.6156,9.1763,131.69,14.051,3.3443,68.372,114.64,0.59641,NA,6.3916,10.697,28.44,2.1424,3.2576,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"afterload",1.75,69.094,4.4538,64.46,0.48366,144.2,7.7624,9.486,133.28,13.888,3.0566,66.642,116.11,0.57395,224.46,6.3722,10.458,28.214,2.1331,3.4286,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"surge",1,69.094,5.0366,72.896,0.51467,143.06,10.769,13.228,141.64,17.697,5.7052,76.986,125.66,0.61263,206.51,6.2834,12.252,32.991,2.2598,4.4103,1,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"af",70,69.479,4.5347,65.267,0.5821,91.102,8.2001,6.8963,117.18,14.491,4.6747,76.627,0,NA,248.01,6.4307,11.916,30.064,2.0615,1.2592,NA,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"af",90,89.33,4.6874,52.473,0.55321,92.227,9.2379,5.9854,103.33,15.731,4.0257,79.806,0,NA,251.13,6.4531,12.367,30.394,2.0823,1.2537,NA,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"af",110,109.18,4.4144,40.432,0.51565,91.244,12.238,8.2682,78.876,18.219,4.3923,83.286,0,NA,244.99,6.439,12.935,34.103,2.1074,2.4016,NA,0
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"af",130,129.03,3.7352,28.948,0.46836,82.611,15.875,13.201,55.357,20.868,5.2809,95.502,0,NA,NA,6.3159,15.121,39.041,2.0555,1.4043,NA,1
"g1-006",1,0,0.064577,0.030932,0.21197,2.8643,2.4975,0.18136,22.819,669.46,1.0606,0.96858,0.060511,69.094,"af",150,148.88,2.8375,19.058,0.38952,65.213,17.761,18.34,38.412,21.649,6.3022,85.982,0,NA,NA,6.2156,13.833,41,1.9902,1.5432,NA,1
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",0,61.022,4.2619,69.841,0.52247,91.941,7.6776,10.429,133.68,11.879,2.9488,66.678,117.71,0.56645,231.34,5.9586,11.19,27.719,2.0478,3.8324,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",-1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",-1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",-750,68.55,3.61,52.663,0.50108,81.622,3.9441,3.9947,105.12,7.5028,1.1273,47.802,92.485,0.51686,NA,6.0587,7.8898,18.926,1.7585,2.7401,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",-500,65.337,3.904,59.751,0.5111,86.185,5.0517,5.9468,116.91,8.8984,1.548,54.446,100.06,0.54412,269.96,6.025,9.0367,21.875,1.8765,3.061,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",-250,62.858,4.1194,65.536,0.51797,89.608,6.3148,8.1982,126.54,10.377,2.1422,60.858,109.01,0.55827,248.82,5.9928,10.155,24.87,1.9738,3.4203,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",250,59.702,4.3484,72.835,0.525,93.666,9.1031,12.435,138.73,13.388,3.9604,71.622,125.18,0.57216,216.85,5.9179,12.103,30.299,2.1014,4.3534,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",500,58.656,4.4,75.015,0.52648,95.026,10.556,14.253,142.48,14.891,5.1272,75.494,131.35,0.57475,207.15,5.8674,12.867,32.547,2.1397,5.0452,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",750,57.782,4.4355,76.762,0.52764,96.255,12.041,15.99,145.48,16.413,6.4043,78.385,136.54,0.57409,200.65,5.7996,13.516,34.482,2.1688,5.9288,2,1
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",1000,56.959,4.4558,78.228,0.52849,97.382,13.564,17.697,148.03,17.956,7.7467,80.488,141.04,0.57069,197.19,5.7185,14.075,36.124,2.1921,6.923,2,1
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",1500,55.468,4.4787,80.744,0.53058,99.453,16.7,21.143,152.18,21.116,10.585,83.248,148.59,0.56024,194.26,5.5197,15.082,38.678,2.2269,8.5232,2,1
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"volume",2000,54.122,4.4836,82.841,0.53283,101.38,19.911,24.665,155.48,24.331,13.563,85.01,154.83,0.54907,192.77,5.2996,16.041,40.501,2.2507,9.2972,2,1
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"afterload",0.7,61.034,4.6568,76.299,0.58445,72.602,7.3541,9.6948,130.55,11.943,3.4752,69.454,113.39,0.61252,244.39,5.99,11.595,28.139,2.0536,3.6428,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"afterload",0.85,61.034,4.4524,72.949,0.55159,82.733,7.53,10.087,132.25,11.918,3.1956,68.161,115.72,0.58902,237.28,5.9751,11.407,27.932,2.0516,3.6779,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"afterload",1,61.034,4.2625,69.839,0.52245,91.959,7.6795,10.432,133.68,11.881,2.9498,66.683,117.72,0.56645,231.24,5.9587,11.191,27.721,2.0481,3.8323,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"afterload",1.25,61.034,3.9757,65.14,0.48037,105.62,7.8842,10.923,135.61,11.804,2.6008,63.974,120.49,0.53095,222.05,5.9294,10.789,27.37,2.0399,4.1526,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"afterload",1.5,61.034,3.7209,60.965,0.44469,117.45,8.0435,11.324,137.11,11.712,2.3142,61.108,122.68,0.4981,214.68,5.8985,10.36,27.026,2.0295,4.4956,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"afterload",1.75,61.034,3.4937,57.242,0.414,127.76,8.1678,11.65,138.27,11.612,2.0766,58.199,124.43,0.46773,208.42,5.8673,9.9193,26.693,2.0179,4.8605,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"surge",1,61.034,4.033,66.078,0.44513,129.14,11.728,16.527,148.45,15.704,4.3447,71.007,142.15,0.4995,186.58,5.7989,12.245,33.02,2.1928,6.2092,1,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"af",70,69.479,4.0015,57.593,0.50192,87.445,8.2655,6.9106,119.79,12.223,3.106,71.939,0,NA,237.4,5.9913,12.007,28.199,1.9618,1.1582,NA,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"af",90,89.33,4.0342,45.161,0.46874,87.706,8.8998,5.9279,104.44,12.906,2.9265,73.186,0,NA,246.71,6.0289,12.139,27.712,1.927,1.4968,NA,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"af",110,109.18,3.7633,34.468,0.4307,86.211,11.433,8.1883,79.805,15.108,3.515,73.876,0,NA,247.02,6.0376,12.236,31.433,1.9398,70.073,NA,0
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"af",130,129.03,3.2052,24.84,0.38651,78.125,14.599,13.065,56.454,17.692,4.5472,88.223,0,NA,NA,5.9614,14.799,36.204,1.8923,1.9455,NA,1
"g1-007",1,0,0.068929,0.031107,0.23289,2.1635,2.4305,0.16439,12.896,620.51,1.2079,1.0911,0.037136,61.034,"af",150,148.88,2.454,16.483,0.31454,62.034,16.294,17.853,40.185,18.732,5.7025,78.03,0,NA,NA,5.844,13.352,38.261,1.8354,2.0418,NA,1
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",0,74.366,5.3236,71.586,0.57022,110.63,9.0942,9.5089,125.55,14.823,3.6044,73.282,110.46,0.66341,NA,5.9174,12.384,26.901,2.1797,2.4322,1,0
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",-2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",-1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",-1000,92.13,3.7649,40.866,0.52104,87.262,6.1332,3.2184,78.43,10.188,1.6066,65.514,110.97,0.59037,NA,6.0269,10.87,19.359,1.8217,4.0602,1,0
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",-750,86.413,4.319,49.98,0.53867,96.524,6.5379,3.9398,92.784,11.186,1.8707,73.597,115.15,0.63915,NA,6.0002,12.266,21.077,1.9361,2.6558,1,0
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",-500,81.116,4.7803,58.932,0.55355,103.16,7.0559,5.3913,106.46,12.199,2.2457,74.318,115.04,0.64602,NA,5.9713,12.446,22.883,2.0319,2.2331,1,0
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",-250,77.124,5.1106,66.265,0.56377,107.68,7.9197,7.3873,117.54,13.421,2.8174,72.007,113.15,0.63641,NA,5.945,12.112,24.862,2.1125,2.2677,1,0
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",250,72.455,5.4515,75.24,0.57391,112.69,10.4,11.49,131.11,16.269,4.6054,77.556,107.45,0.72179,NA,5.8863,13.176,28.782,2.2284,2.6423,1,0
"g1-008",1,0,0.069971,0.030704,0.26913,2.8716,2.1096,0.24746,19.126,693.86,1.1615,1.1073,0.042572,74.36,"volume",500,71.05,5.5248,77.759,0.57597,114.21,11.72,13.27,135.01,17.667,5.797,80.796,105.4,0.7666,217.96,5.8475,13.817,30.39,2.2583,2.9065,1,0
