"id","grade","ref","tau","lvBeta","lvA","lvEes","laEmax","laEmin","laV0","vStressed","svr","cSys","pvr","hr","protocol","x","HR","CO","SV","EF","MAP","LAP","EDP","EDV","mPAP","RAP","E","A","EA","DT","ep","Eep","LAVI","TRv","SD","echoGrade","lapHigh"
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",-500,74.502,2.6854,36.045,0.46513,72.153,24.572,25.473,77.494,32.223,4.4749,65.69,7.5003,8.7583,138.91,4.9345,13.312,44.713,2.9602,0.72566,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",-250,73.565,2.7045,36.764,0.46647,73.179,27.089,28.1,78.813,34.788,5.5135,68.123,7.1706,9.5003,136.02,4.8745,13.975,45.967,3.0369,0.74272,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",250,71.891,2.714,37.751,0.468,75.036,31.641,32.772,80.667,39.385,7.9379,71.508,7.0766,10.105,133.05,4.7322,15.111,47.908,3.1452,0.79366,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",500,71.108,2.7114,38.131,0.46874,75.86,33.755,34.942,81.351,41.487,9.2763,72.691,7.1683,10.141,132.46,4.6518,15.626,48.662,3.1835,0.82252,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",750,70.333,2.7048,38.457,0.46935,76.712,35.806,37.036,81.936,43.512,10.667,73.641,7.3042,10.082,132.02,4.5684,16.12,49.314,3.2149,0.85037,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",1000,69.579,2.6958,38.745,0.47003,77.549,37.792,39.059,82.431,45.467,12.108,74.41,7.4685,9.9632,131.97,4.4823,16.601,49.871,3.2407,0.87643,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",1500,68.127,2.6722,39.224,0.47136,79.224,41.61,42.969,83.214,49.218,15.111,75.537,7.8259,9.6522,132.02,4.3077,17.536,50.754,3.2793,0.92058,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"volume",2000,66.686,2.6413,39.609,0.47264,80.879,45.277,46.706,83.803,52.798,18.223,76.303,8.1825,9.3251,132.25,4.1324,18.464,51.412,3.3051,0.95207,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"afterload",0.7,72.702,3.0287,41.66,0.52878,60.672,28.132,29.188,78.784,36.755,7.2685,72.004,7.1697,10.043,137.94,4.8164,14.95,46.861,3.0778,0.79391,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"afterload",0.85,72.702,2.8616,39.361,0.49598,67.763,28.831,29.901,79.36,36.977,6.9512,71.156,7.1062,10.013,135.84,4.8161,14.775,46.952,3.0886,0.77807,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"afterload",1,72.702,2.712,37.303,0.46728,74.123,29.42,30.497,79.832,37.155,6.6796,70.006,7.0581,9.9185,134.01,4.8068,14.564,47.012,3.0971,0.76646,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"afterload",1.25,72.702,2.4962,34.334,0.42653,83.415,30.281,31.371,80.501,37.402,6.2858,67.74,6.9977,9.6803,131.69,4.7773,14.179,47.109,3.1086,0.75287,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"afterload",1.5,72.702,2.3125,31.808,0.39253,91.357,30.997,32.096,81.037,37.594,5.9583,65.229,6.9556,9.3779,129.71,4.7386,13.766,47.181,3.1166,0.74523,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"afterload",1.75,72.702,2.1538,29.625,0.36365,98.212,31.597,32.7,81.474,37.743,5.6836,62.684,6.9253,9.0515,128.18,4.6947,13.352,47.207,3.1211,0.74133,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"surge",1,72.702,2.3623,32.493,0.39226,95.739,36.088,37.295,82.838,42.827,8.5,68.281,7.2724,9.3891,127.18,4.5997,14.845,49.212,3.2377,0.81384,3,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"af",70,69.479,2.4992,35.971,0.46559,70.929,27.85,28.135,77.625,34.903,7.7785,68.627,0,NA,134.11,4.821,14.235,45.978,2.9509,0.77543,NA,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"af",90,89.33,2.8931,32.386,0.44109,76.815,26.021,25.084,75.885,34.107,7.2056,66.749,0,NA,134.97,4.8897,13.651,44.676,2.8847,0.7877,NA,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"af",110,109.18,2.9101,26.654,0.41448,76.993,24.628,21.85,69.81,33.068,7.501,65.464,0,NA,139.11,4.9736,13.162,43.137,2.7614,1.1465,NA,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"af",130,129.03,2.6453,20.501,0.37705,74.657,24.963,23.055,55.835,33.045,8.7304,66.503,0,NA,142.92,5.016,13.258,42.829,2.5863,2.1321,NA,1
"g4-019",4,0,0.077889,0.067992,0.30621,2.5566,0.64966,0.54969,83.359,1023.3,1.4469,0.72176,0.14898,72.702,"af",150,148.88,1.4511,9.7464,0.14441,52.108,29.167,29.036,67.828,34.673,10.934,50.603,0,NA,108.53,3.7998,13.317,42.669,2.4678,1.5223,NA,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",0,76.471,3.8729,50.645,0.51851,96.73,30.002,31.229,97.679,39.719,11.156,96.833,11.537,8.3933,120.49,6.1875,15.65,45.659,3.0854,0.9925,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",-2000,85.817,3.5691,41.59,0.50419,86.539,12.33,12.379,82.494,21.287,2.3076,67.313,32.737,2.0562,161.28,6.7053,10.039,36.574,2.5352,0.81135,3,0
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",-1500,82.221,3.7773,45.94,0.51249,90.647,17.414,18.089,89.646,26.892,3.7071,79.824,14.175,5.6314,138.83,6.6208,12.057,39.912,2.7818,0.79626,3,0
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",-1000,79.872,3.8583,48.306,0.51586,93.168,22.049,23.018,93.647,31.731,5.7607,88.346,11.258,7.8471,127.87,6.5136,13.563,42.487,2.9369,0.83209,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",-750,78.948,3.875,49.083,0.51678,94.17,24.164,25.215,94.984,33.886,6.9898,91.318,11.087,8.2362,124.67,6.4464,14.166,43.49,2.9886,0.86538,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",-500,78.066,3.8792,49.692,0.5173,95.088,26.179,27.29,96.062,35.911,8.3084,93.622,11.145,8.4004,122.77,6.3674,14.703,44.336,3.0287,0.90476,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",-250,77.246,3.8795,50.223,0.518,95.914,28.128,29.305,96.955,37.849,9.7007,95.448,11.313,8.4374,121.23,6.2825,15.193,45.06,3.0602,0.9478,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",250,75.694,3.8626,51.029,0.51901,97.526,31.857,33.133,98.32,41.546,12.644,97.967,11.773,8.3214,119.92,6.0899,16.087,46.186,3.106,1.0351,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",500,74.946,3.8497,51.366,0.51957,98.29,33.674,34.993,98.865,43.331,14.171,98.867,12.024,8.2228,120,5.9864,16.515,46.635,3.1227,1.0755,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",750,74.199,3.8349,51.685,0.52019,99.059,35.482,36.844,99.356,45.096,15.718,99.636,12.277,8.1155,120.19,5.8815,16.94,47.036,3.1366,1.1113,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",1000,73.479,3.818,51.96,0.52073,99.824,37.267,38.674,99.785,46.834,17.293,100.26,12.53,8.0019,119.95,5.774,17.364,47.382,3.1482,1.1433,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",1500,72.07,3.7797,52.444,0.52189,101.36,40.778,42.267,100.49,50.25,20.501,101.22,13.032,7.7671,120.63,5.5607,18.203,47.947,3.165,1.1948,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"volume",2000,70.677,3.7353,52.85,0.52303,102.87,44.235,45.771,101.04,53.595,23.766,101.92,13.506,7.5462,120.85,5.3499,19.051,48.384,3.1753,1.2304,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"afterload",0.7,76.461,4.2421,55.481,0.57887,78.53,28.458,29.604,95.843,39.089,11.952,97.338,11.97,8.1319,127.32,6.1653,15.788,45.42,3.0492,1.0599,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"afterload",0.85,76.461,4.0493,52.959,0.54688,88.046,29.281,30.471,96.839,39.428,11.529,97.313,11.729,8.2965,123.79,6.1822,15.741,45.554,3.0686,1.0231,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"afterload",1,76.461,3.8725,50.647,0.5185,96.726,30.002,31.228,97.681,39.718,11.154,96.836,11.534,8.3957,120.52,6.1874,15.651,45.66,3.0853,0.99232,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"afterload",1.25,76.461,3.6109,47.225,0.47759,109.65,31.08,32.364,98.887,40.142,10.597,95.451,11.274,8.4666,116.12,6.1809,15.443,45.826,3.1093,0.9498,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"afterload",1.5,76.461,3.382,44.231,0.44288,120.94,32.009,33.342,99.88,40.497,10.117,93.548,11.075,8.4467,112.26,6.1612,15.183,45.966,3.1291,0.91652,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"afterload",1.75,76.461,3.18,41.59,0.41299,130.87,32.815,34.19,100.71,40.797,9.7003,91.336,10.919,8.3648,109.64,6.1343,14.889,46.083,3.1455,0.89046,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"surge",1,76.461,3.4301,44.86,0.44248,125.48,36.312,37.761,101.39,44.921,13.088,96.307,11.809,8.1557,110.57,5.9816,16.1,47.254,3.1979,1.0001,3,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"af",70,69.479,3.3637,48.413,0.51914,90.179,28.495,28.981,93.306,36.937,12.944,92.986,0,NA,125.88,6.1738,15.061,44.439,2.8915,1.0875,NA,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"af",90,89.33,4.0334,45.152,0.49806,98.27,27.466,26.789,92.855,37.552,11.439,92.421,0,NA,124.08,6.2585,14.767,43.929,2.9325,1.0518,NA,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"af",110,109.18,4.2611,39.028,0.47862,99.681,27.055,23.66,89.239,37.707,10.692,93.212,0,NA,124.33,6.2873,14.825,43.117,2.9079,1.0257,NA,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"af",130,129.03,4.0706,31.547,0.45177,98.258,28.256,24.482,76.391,38.482,10.985,91.206,0,NA,125.65,6.3682,14.322,43.26,2.8367,1.4359,NA,1
"g4-020",4,0,0.060707,0.052417,0.30127,2.8479,0.67363,0.54237,75.717,1276.9,1.2811,0.78097,0.12845,76.461,"af",150,148.88,3.5806,24.05,0.40705,94.765,31.143,31.167,56.008,40.384,12.518,98.983,0,NA,128.7,6.3321,15.632,44.108,2.7031,1.2024,NA,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",0,83.003,3.4539,41.612,0.46516,103.82,28.105,29.001,89.465,34.996,8.0393,74.727,21.952,3.4041,137.06,4.8857,15.295,51.832,2.9477,1.0471,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",-2000,104.21,2.3878,22.914,0.40936,77.739,10.599,7.7559,55.975,15.354,2.064,36.073,55.747,0.64709,NA,5.3183,6.7828,40.828,2.0567,3.6175,1,0
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",-1500,93.938,3.027,32.223,0.44077,92.689,13.807,12.753,73.106,19.842,2.6165,57.032,59.865,0.95268,NA,5.2142,10.938,44.266,2.3714,0.89178,1,0
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",-1000,88.481,3.294,37.228,0.45459,98.493,18.78,18.72,81.901,25.354,3.7822,64.433,44.853,1.4366,171.54,5.1251,12.572,47.431,2.6459,0.89439,1,0
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",-750,86.73,3.3636,38.783,0.45851,100.22,21.294,21.534,84.591,28.002,4.6326,67.921,34.229,1.9843,153.31,5.075,13.383,48.806,2.75,0.92379,2,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",-500,85.284,3.407,39.949,0.46115,101.64,23.68,24.174,86.635,30.478,5.6412,70.721,27.49,2.5727,141.42,5.0178,14.094,49.984,2.8315,0.96048,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",-250,84.07,3.4376,40.89,0.4635,102.77,25.951,26.668,88.22,32.801,6.7864,72.976,23.962,3.0455,138.84,4.9546,14.729,50.991,2.8959,1.0027,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",250,81.99,3.4626,42.232,0.46667,104.75,30.188,31.249,90.5,37.093,9.3651,76.137,20.661,3.6851,135.83,4.8118,15.823,52.556,2.9896,1.0904,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",500,81.043,3.4652,42.758,0.46796,105.65,32.214,33.415,91.371,39.122,10.75,77.277,19.791,3.9045,135.18,4.7343,16.323,53.18,3.0244,1.1306,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",750,80.194,3.4674,43.237,0.46943,106.51,34.188,35.527,92.106,41.102,12.194,78.223,19.215,4.0709,134.61,4.6541,16.807,53.719,3.0536,1.1676,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",1000,79.361,3.4633,43.64,0.47059,107.36,36.125,37.596,92.738,43.03,13.673,78.999,18.77,4.2088,134.16,4.5728,17.276,54.187,3.0783,1.1992,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",1500,77.747,3.448,44.349,0.47295,108.95,39.895,41.607,93.769,46.766,16.724,80.208,18.171,4.4142,133.49,4.4078,18.197,54.955,3.1166,1.2478,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"volume",2000,76.207,3.4234,44.922,0.47504,110.51,43.56,45.448,94.563,50.382,19.869,81.091,17.823,4.5499,133,4.2438,19.108,55.551,3.1442,1.2794,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"afterload",0.7,82.996,3.8844,46.802,0.53235,85.057,26.88,27.726,87.916,34.618,8.7781,76.848,22.592,3.4015,143.75,4.8938,15.703,51.838,2.9248,1.1348,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"afterload",0.85,82.996,3.6571,44.063,0.49639,95,27.544,28.419,88.768,34.829,8.3806,75.98,22.232,3.4176,140.3,4.8941,15.525,51.844,2.9375,1.0853,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"afterload",1,82.996,3.4538,41.614,0.46516,103.82,28.106,29.001,89.467,34.996,8.0379,74.729,21.945,3.4053,137.07,4.8856,15.296,51.833,2.9476,1.047,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"afterload",1.25,82.996,3.1614,38.091,0.42121,116.54,28.918,29.846,90.439,35.226,7.5468,72.205,21.572,3.3472,132.88,4.86,14.857,51.822,2.9616,0.99974,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"afterload",1.5,82.996,2.9141,35.111,0.385,127.25,29.584,30.536,91.204,35.4,7.1419,69.392,21.296,3.2584,129.68,4.826,14.379,51.804,2.9708,0.96806,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"afterload",1.75,82.996,2.7021,32.557,0.35459,136.4,30.142,31.112,91.823,35.534,6.8024,66.497,21.086,3.1536,127.29,4.7875,13.89,51.781,2.9772,0.94752,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"surge",1,82.996,2.9841,35.954,0.38521,132.79,34.444,35.646,93.343,40.399,9.7906,72.357,21.103,3.4287,126.69,4.6889,15.431,53.498,3.0835,1.0511,3,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"af",70,69.479,2.8674,41.27,0.47796,94.12,27.469,27.601,86.827,33.164,9.9819,73.849,0,NA,141.65,4.8591,15.198,51.245,2.7975,1.0899,NA,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"af",90,89.33,3.255,36.438,0.45062,99.834,26.244,24.703,84.876,32.665,8.9376,72.932,0,NA,141.4,4.9268,14.803,50.275,2.7625,1.0204,NA,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"af",110,109.18,3.198,29.29,0.4218,98.746,26.143,22.929,76.615,32.565,8.9351,70.107,0,NA,144.33,5.0101,13.993,49.551,2.687,0.93487,NA,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"af",130,129.03,2.8896,22.394,0.38069,95.751,28.271,26.732,58.708,34.21,10.238,72.307,0,NA,148.22,5.0322,14.369,50.225,2.5743,0.9404,NA,1
"g4-021",4,0,0.077239,0.056711,0.31574,2.7986,0.76725,0.56485,102.57,1098.1,1.619,0.93486,0.097633,82.996,"af",150,148.88,2.3573,15.834,0.32438,83.737,30.22,32.54,40.322,35.376,12.299,71.614,0,NA,155.76,4.9446,14.483,50.509,2.4402,1.7739,NA,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",0,81.875,3.3016,40.325,0.50653,78.29,29.561,32.11,79.614,37.738,7.5782,81.001,16.917,4.788,116.31,5.8419,13.866,52.068,3.0859,1.1114,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",-2000,96.304,2.6088,27.089,0.4698,62.764,8.777,8.2999,57.66,15.241,1.4522,46.459,46.821,0.99227,NA,6.3853,7.276,38.073,2.1251,0.80206,1,0
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",-1500,90.219,2.9941,33.188,0.48923,69.899,14.091,14.737,67.838,21.506,2.1552,59.085,29.374,2.0115,153.76,6.282,9.4055,42.55,2.4985,0.77904,3,0
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",-1000,86.459,3.1888,36.882,0.49901,73.786,19.758,21.385,73.915,27.657,3.3734,69.474,19.988,3.4759,128.9,6.1675,11.264,46.582,2.7814,0.83123,3,0
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",-750,85.089,3.2411,38.091,0.5018,75.167,22.435,24.398,75.912,30.465,4.2214,73.382,18.358,3.9972,124.07,6.1011,12.028,48.293,2.8847,0.90164,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",-500,83.911,3.2739,39.016,0.50378,76.314,24.954,27.165,77.447,33.058,5.2203,76.523,17.493,4.3745,120.94,6.0217,12.708,49.766,2.9673,0.98091,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",-250,82.843,3.2922,39.741,0.50523,77.344,27.33,29.729,78.659,35.471,6.3428,79.029,17.073,4.6289,118.33,5.9356,13.314,51.022,3.0331,1.0512,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",250,80.925,3.3022,40.806,0.50747,79.203,31.707,34.377,80.414,39.89,8.8845,82.575,16.877,4.8928,115.29,5.7427,14.379,52.961,3.1288,1.1653,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",500,80.021,3.3006,41.246,0.50863,80.063,33.788,36.596,81.092,41.959,10.254,83.877,16.933,4.9536,114.31,5.6353,14.884,53.735,3.1642,1.2145,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",750,79.143,3.2937,41.617,0.50954,80.941,35.814,38.73,81.676,43.964,11.671,84.934,17.028,4.988,113.88,5.5294,15.36,54.399,3.1939,1.2572,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",1000,78.3,3.2844,41.947,0.51045,81.802,37.786,40.809,82.175,45.91,13.133,85.807,17.159,5.0007,113.53,5.4189,15.835,54.97,3.2188,1.293,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",1500,76.628,3.2574,42.509,0.51229,83.47,41.598,44.838,82.98,49.654,16.155,87.143,17.459,4.9913,113.36,5.2007,16.756,55.892,3.2568,1.3476,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"volume",2000,75.009,3.2232,42.972,0.51405,85.127,45.282,48.709,83.595,53.252,19.278,88.108,17.784,4.9543,113.44,4.986,17.671,56.594,3.2833,1.381,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"afterload",0.7,81.874,3.6535,44.624,0.56816,63.784,28.353,30.783,78.541,37.388,8.1875,82.615,17,4.8597,120.18,5.8177,14.201,51.847,3.0662,1.3198,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"afterload",0.85,81.874,3.4687,42.367,0.53543,71.4,29.005,31.502,79.127,37.583,7.8612,81.98,16.953,4.8357,118.14,5.8384,14.042,51.975,3.0771,1.2222,3,1
"g4-022",4,0,0.063515,0.065923,0.37317,2.7692,0.6915,0.46556,90.61,1078.6,1.2403,0.8073,0.12652,81.874,"afterload",1,81.874,3.3017,40.326,0.50654,78.29,29.562,32.112,79.615,37.739,7.5774,81.003,16.917,4.7884,116.31,5.8418,13.866,52.07,3.0859,1.1116,3,1
