"grade","t_min","vol_mL","HR","CO","SV","EF","MAP","LAP","EDP","EDV","mPAP","RAP","E","A","EA","DT","ep","Eep","LAVI","TRv","SD","echoGrade","lapHigh"
2,295,-1320,78.955,4.0696,51.544,0.54532,96.047,7.623,7.6898,94.52,13.184,2.0226,59.567,70.68,0.84277,NA,6.1016,9.7626,29.637,2.0597,1.7403,1,0
2,300,-1320,78.955,4.0696,51.544,0.54532,96.047,7.623,7.6897,94.519,13.184,2.0226,59.567,70.68,0.84277,NA,6.1016,9.7625,29.637,2.0597,1.7403,1,0
3,0,0,70.005,3.5153,50.215,0.54927,86.793,21.093,24.995,91.428,27.66,7.9811,76.928,34.399,2.2363,140.71,5.6921,13.515,44.975,2.6118,2.1224,3,1
3,5,143.02,69.53,3.5176,50.591,0.54977,87.329,22.117,26.106,92.025,28.685,8.7739,77.8,34.68,2.2433,140.26,5.6432,13.786,45.45,2.6281,2.1996,3,1
3,10,241.56,69.214,3.518,50.828,0.55009,87.694,22.814,26.859,92.403,29.384,9.3319,78.322,34.87,2.2461,139.91,5.6075,13.967,45.75,2.6381,2.2521,3,1
3,15,313.14,68.99,3.5181,50.994,0.55034,87.964,23.32,27.407,92.664,29.891,9.7422,78.671,35.005,2.2474,139.52,5.5815,14.095,45.957,2.6449,2.2902,3,1
3,20,368.36,68.807,3.5167,51.11,0.55043,88.156,23.707,27.815,92.858,30.274,10.06,78.915,35.1,2.2483,139.71,5.56,14.193,46.107,2.6497,2.3189,3,1
3,25,413.65,68.673,3.5171,51.215,0.55067,88.326,24.025,28.163,93.012,30.595,10.324,79.116,35.191,2.2482,139.5,5.5432,14.273,46.23,2.6536,2.3427,3,1
3,30,452.93,68.532,3.5149,51.288,0.55068,88.46,24.296,28.433,93.141,30.862,10.55,79.269,35.255,2.2484,139.63,5.5273,14.341,46.329,2.6567,2.3621,3,1
3,35,345.54,68.869,3.5173,51.072,0.55038,88.083,23.556,27.655,92.795,30.12,9.9224,78.837,35.061,2.2486,139.55,5.5689,14.157,46.055,2.648,2.3085,3,1
3,40,280.4,69.085,3.5186,50.931,0.55026,87.828,23.096,27.174,92.558,29.661,9.5509,78.532,34.942,2.2475,139.74,5.5926,14.042,45.871,2.6419,2.2744,3,1
3,45,240.9,69.2,3.5181,50.84,0.55011,87.694,22.819,26.866,92.417,29.383,9.322,78.343,34.868,2.2468,139.93,5.6075,13.971,45.759,2.6382,2.2533,3,1
3,50,216.94,69.276,3.5181,50.783,0.55002,87.611,22.651,26.686,92.329,29.215,9.1853,78.222,34.823,2.2463,139.64,5.6167,13.927,45.688,2.6359,2.2406,3,1
3,55,202.4,69.33,3.5178,50.74,0.54989,87.568,22.548,26.57,92.274,29.111,9.1034,78.141,34.794,2.2458,139.68,5.6209,13.902,45.643,2.6345,2.2326,3,1
3,60,193.59,69.354,3.5179,50.724,0.54995,87.523,22.483,26.501,92.236,29.048,9.0542,78.094,34.779,2.2455,140.07,5.6238,13.886,45.615,2.6335,2.2279,3,1
3,65,146.58,69.502,3.5175,50.611,0.54979,87.337,22.149,26.139,92.053,28.711,8.7887,77.837,34.687,2.244,140.27,5.6415,13.797,45.47,2.6285,2.2027,3,1
3,70,101.67,69.659,3.5173,50.494,0.54962,87.186,21.83,25.794,91.872,28.394,8.5382,77.581,34.603,2.242,140.34,5.6564,13.716,45.326,2.6238,2.1783,3,1
3,75,58.032,69.807,3.5176,50.39,0.54954,86.999,21.52,25.473,91.694,28.081,8.2972,77.323,34.513,2.2404,140.46,5.6713,13.634,45.184,2.6189,2.156,3,1
3,80,15.172,69.947,3.5165,50.274,0.54937,86.838,21.213,25.136,91.512,27.772,8.0602,77.053,34.431,2.2379,140.73,5.6867,13.55,45.039,2.6139,2.1326,3,1
3,85,-27.218,70.08,3.5149,50.156,0.5492,86.686,20.908,24.799,91.327,27.466,7.8264,76.772,34.344,2.2354,141.19,5.6996,13.47,44.891,2.6086,2.1095,3,1
3,90,-69.323,70.223,3.5137,50.037,0.54903,86.524,20.604,24.465,91.136,27.159,7.5976,76.481,34.262,2.2322,140.96,5.7144,13.384,44.74,2.6033,2.0867,3,1
3,95,-111.26,70.378,3.5135,49.923,0.54899,86.347,20.301,24.144,90.937,26.856,7.375,76.181,34.181,2.2288,141.42,5.7269,13.302,44.585,2.5978,2.0642,3,1
3,100,-153.08,70.52,3.512,49.801,0.54882,86.183,19.999,23.812,90.741,26.549,7.1503,75.87,34.095,2.2252,141.87,5.7409,13.216,44.429,2.5921,2.042,3,1
3,105,-194.85,70.658,3.5096,49.67,0.54864,86.026,19.693,23.472,90.535,26.241,6.9282,75.536,34.011,2.221,141.94,5.7526,13.131,44.265,2.586,2.0194,3,1
3,110,-236.58,70.8,3.5068,49.53,0.54839,85.848,19.385,23.132,90.321,25.927,6.7097,75.181,33.917,2.2166,142.41,5.7669,13.037,44.094,2.5797,1.9971,3,1
3,115,-278.28,70.965,3.5053,49.395,0.54825,85.7,19.079,22.792,90.096,25.622,6.4958,74.822,33.843,2.2109,143.17,5.7775,12.951,43.923,2.5734,1.9742,3,0
3,120,-319.97,71.121,3.5042,49.271,0.54822,85.51,18.775,22.466,89.876,25.312,6.2826,74.459,33.762,2.2054,143.29,5.7909,12.858,43.752,2.5666,1.953,3,0
3,125,-361.65,71.272,3.501,49.121,0.54801,85.325,18.463,22.115,89.635,24.993,6.0723,74.057,33.679,2.1989,144.11,5.8013,12.766,43.567,2.5594,1.9305,3,0
3,130,-403.32,71.422,3.4973,48.967,0.5478,85.151,18.15,21.764,89.391,24.675,5.8634,73.639,33.595,2.192,144.54,5.8139,12.666,43.379,2.5519,1.9085,3,0
3,135,-444.99,71.576,3.4936,48.809,0.54757,84.96,17.835,21.409,89.136,24.351,5.658,73.202,33.511,2.1844,145.41,5.8241,12.569,43.185,2.544,1.8865,3,0
3,140,-486.66,71.737,3.4895,48.642,0.54734,84.779,17.519,21.052,88.872,24.028,5.456,72.746,33.434,2.1758,145.89,5.8362,12.465,42.985,2.5359,1.8645,3,0
3,145,-528.33,71.901,3.4851,48.471,0.5471,84.59,17.2,20.69,88.596,23.702,5.2572,72.267,33.359,2.1664,146.88,5.8456,12.363,42.78,2.5273,1.8426,3,0
3,150,-570,72.085,3.4808,48.288,0.54686,84.393,16.877,20.319,88.301,23.373,5.065,71.764,33.291,2.1556,147.44,5.8555,12.256,42.566,2.5183,1.8204,3,0
3,155,-611.67,72.246,3.4752,48.103,0.54658,84.193,16.554,19.951,88.007,23.038,4.8713,71.244,33.221,2.1445,148.16,5.8667,12.144,42.35,2.5088,1.7988,3,0
3,160,-653.33,72.423,3.4699,47.911,0.54635,83.99,16.229,19.573,87.692,22.702,4.6834,70.704,33.172,2.1315,149.02,5.8748,12.035,42.128,2.4988,1.7769,3,0
3,165,-695,72.612,3.4639,47.705,0.54606,83.772,15.899,19.19,87.362,22.361,4.5006,70.134,33.122,2.1174,150.32,5.8838,11.92,41.897,2.4884,1.7549,3,0
3,170,-736.67,72.803,3.4577,47.494,0.5458,83.564,15.568,18.8,87.017,22.02,4.3212,69.545,33.089,2.1017,150.91,5.8938,11.8,41.662,2.4774,1.733,3,0
3,175,-778.33,73.004,3.4508,47.269,0.54547,83.328,15.235,18.405,86.657,21.671,4.1468,68.928,33.063,2.0848,152.34,5.9024,11.678,41.419,2.4659,1.7112,3,0
3,180,-820,73.214,3.4436,47.035,0.54517,83.097,14.898,18.001,86.275,21.321,3.9772,68.288,33.059,2.0657,153.51,5.9101,11.555,41.17,2.4538,1.689,3,0
3,185,-861.67,73.407,3.4331,46.768,0.54461,82.865,14.555,17.584,85.875,20.959,3.8086,67.603,33.047,2.0457,154.7,5.92,11.419,40.909,2.4411,1.6675,3,0
3,190,-903.33,73.633,3.4245,46.508,0.54426,82.605,14.211,17.163,85.45,20.599,3.649,66.909,33.076,2.0229,155.51,5.9274,11.288,40.646,2.4277,1.6455,3,0
3,195,-945,73.844,3.413,46.218,0.5437,82.36,13.863,16.731,85.005,20.231,3.4902,66.176,33.116,1.9983,157.01,5.9346,11.151,40.373,2.4136,1.625,1,0
3,200,-986.67,74.091,3.4028,45.927,0.5433,82.069,13.515,16.295,84.535,19.862,3.3409,65.428,33.19,1.9713,158.46,5.9419,11.011,40.097,2.3989,1.6032,1,0
3,205,-1028.3,74.322,3.3894,45.605,0.54267,81.786,13.161,15.846,84.038,19.484,3.1928,64.639,33.279,1.9424,159.67,5.951,10.862,39.811,2.3835,1.5819,1,0
3,210,-1070,74.584,3.3765,45.271,0.54208,81.508,12.808,15.391,83.513,19.11,3.0518,63.836,33.427,1.9097,161.01,5.9572,10.716,39.521,2.3675,1.56,1,0
3,215,-1111.7,74.849,3.3618,44.914,0.54139,81.201,12.452,14.929,82.96,18.728,2.9153,62.998,33.588,1.8756,162.82,5.9645,10.562,39.223,2.3509,1.5377,1,0
3,220,-1153.3,75.14,3.3479,44.556,0.54089,80.842,12.097,14.463,82.377,18.344,2.7865,62.152,33.816,1.8379,164.29,5.971,10.409,38.924,2.3333,1.5141,1,0
3,225,-1195,75.417,3.3294,44.147,0.53998,80.523,11.737,13.982,81.759,17.954,2.6577,61.257,34.072,1.7978,165.92,5.9771,10.248,38.613,2.3153,1.4914,1,0
3,230,-1236.7,75.725,3.3117,43.734,0.53921,80.142,11.379,13.499,81.108,17.561,2.5374,60.35,34.392,1.7548,168.22,5.9839,10.085,38.3,2.2964,1.4676,1,0
3,235,-1278.3,76.052,3.2928,43.297,0.53838,79.751,11.023,13.012,80.423,17.17,2.4224,59.423,34.774,1.7089,169.89,5.9908,9.9191,37.983,2.2771,1.4431,1,0
3,240,-1320,76.385,3.2711,42.824,0.53734,79.359,10.665,12.517,79.701,16.775,2.3104,58.464,35.211,1.6604,171.8,5.9975,9.748,37.659,2.257,1.4189,1,0
3,245,-1320,76.371,3.2705,42.824,0.5373,79.36,10.664,12.518,79.702,16.772,2.3088,58.46,35.198,1.6609,171.86,5.9973,9.7477,37.659,2.2568,1.4191,1,0
3,250,-1320,76.368,3.2714,42.837,0.53747,79.318,10.664,12.518,79.7,16.769,2.31,58.464,35.196,1.6611,171.88,5.9973,9.7483,37.66,2.2565,1.4184,1,0
3,255,-1320,76.375,3.2718,42.838,0.53749,79.315,10.664,12.518,79.698,16.77,2.3109,58.466,35.203,1.6608,171.85,5.9975,9.7484,37.66,2.2566,1.4183,1,0
3,260,-1320,76.383,3.2721,42.838,0.5375,79.316,10.665,12.518,79.697,16.771,2.3117,58.468,35.209,1.6606,171.82,5.9973,9.7491,37.66,2.2567,1.4182,1,0
3,265,-1320,76.388,3.2723,42.838,0.53751,79.319,10.665,12.518,79.698,16.773,2.3121,58.47,35.213,1.6605,171.79,5.9974,9.7493,37.661,2.2568,1.4181,1,0
3,270,-1320,76.376,3.2708,42.825,0.53733,79.356,10.664,12.517,79.701,16.772,2.3095,58.461,35.203,1.6607,171.84,5.9974,9.7478,37.659,2.2569,1.419,1,0
3,275,-1320,76.372,3.2716,42.837,0.53747,79.319,10.664,12.519,79.7,16.77,2.3104,58.466,35.2,1.661,171.86,5.9974,9.7485,37.66,2.2566,1.4184,1,0
3,280,-1320,76.378,3.2719,42.838,0.53749,79.317,10.664,12.518,79.699,16.771,2.3111,58.467,35.205,1.6608,171.84,5.9972,9.7491,37.66,2.2567,1.4183,1,0
3,285,-1320,76.384,3.2721,42.838,0.5375,79.318,10.665,12.518,79.698,16.772,2.3117,58.469,35.21,1.6606,171.81,5.9973,9.7493,37.661,2.2567,1.4182,1,0
3,290,-1320,76.388,3.2723,42.838,0.5375,79.32,10.666,12.519,79.699,16.773,2.312,58.471,35.213,1.6605,171.79,5.9974,9.7495,37.661,2.2568,1.4182,1,0
3,295,-1320,76.376,3.2708,42.825,0.53732,79.357,10.664,12.518,79.701,16.772,2.3094,58.461,35.203,1.6607,171.84,5.9974,9.7478,37.659,2.2569,1.419,1,0
3,300,-1320,76.372,3.2716,42.837,0.53747,79.319,10.664,12.519,79.7,16.77,2.3103,58.466,35.2,1.661,171.86,5.9974,9.7485,37.66,2.2566,1.4184,1,0
4,0,0,78.003,3.3954,43.529,0.53418,84.16,29.465,31.486,81.492,38.643,8.0249,79.713,13.933,5.7213,124.63,5.4253,14.693,48.018,3.1273,0.92968,3,1
4,5,143.02,77.509,3.3966,43.822,0.53472,84.667,30.66,32.74,81.955,39.84,8.782,80.558,13.894,5.798,123.88,5.3792,14.976,48.508,3.15,0.94989,3,1
4,10,241.56,77.169,3.3952,43.998,0.53496,85.015,31.467,33.578,82.248,40.644,9.3158,81.068,13.878,5.8413,123.46,5.3463,15.163,48.818,3.1641,0.96386,3,1
4,15,313.14,76.942,3.3957,44.133,0.5353,85.245,32.049,34.198,82.447,41.222,9.7128,81.42,13.884,5.8644,123.05,5.3222,15.298,49.033,3.1737,0.9742,3,1
4,20,368.36,76.758,3.395,44.229,0.53553,85.438,32.492,34.663,82.594,41.666,10.02,81.675,13.89,5.88,123,5.3012,15.407,49.193,3.1806,0.98191,3,1
4,25,413.65,76.595,3.3929,44.296,0.53558,85.594,32.851,35.025,82.711,42.02,10.273,81.866,13.892,5.893,122.95,5.2864,15.486,49.316,3.1861,0.98801,3,1
4,30,452.93,76.482,3.3934,44.369,0.53581,85.713,33.167,35.371,82.81,42.333,10.497,82.037,13.9,5.9019,122.92,5.2717,15.562,49.425,3.1907,0.99363,3,1
4,35,345.54,76.817,3.3955,44.202,0.53545,85.368,32.33,34.491,82.552,41.49,9.8834,81.597,13.882,5.8779,123.14,5.3094,15.368,49.144,3.1781,0.97773,3,1
4,40,280.4,77.043,3.397,44.092,0.53527,85.136,31.804,33.947,82.373,40.967,9.5241,81.294,13.882,5.8559,123.53,5.334,15.241,48.953,3.1697,0.96874,3,1
4,45,240.9,77.171,3.3964,44.011,0.535,85.023,31.484,33.602,82.264,40.648,9.3051,81.093,13.877,5.8439,123.38,5.3467,15.167,48.833,3.1645,0.96308,3,1
4,50,216.94,77.262,3.3982,43.983,0.5351,84.926,31.291,33.414,82.194,40.457,9.176,80.984,13.887,5.8314,123.33,5.3546,15.124,48.763,3.1611,0.95976,3,1
4,55,202.4,77.291,3.3965,43.945,0.53493,84.868,31.168,33.273,82.151,40.329,9.0949,80.897,13.878,5.829,123.6,5.3601,15.093,48.713,3.1589,0.95751,3,1
4,60,193.59,77.337,3.3978,43.935,0.53499,84.84,31.097,33.206,82.124,40.262,9.0491,80.858,13.888,5.8222,123.67,5.3634,15.076,48.687,3.1577,0.95644,3,1
4,65,146.58,77.485,3.3971,43.842,0.53475,84.684,30.71,32.794,81.984,39.874,8.7927,80.603,13.89,5.8029,123.84,5.3775,14.989,48.536,3.1508,0.94954,3,1
4,70,101.67,77.651,3.3981,43.761,0.53469,84.522,30.34,32.416,81.845,39.507,8.5542,80.359,13.903,5.78,123.95,5.3943,14.897,48.389,3.144,0.94335,3,1
4,75,58.032,77.784,3.3963,43.663,0.53439,84.36,29.972,32.021,81.704,39.134,8.3209,80.092,13.902,5.7612,124.61,5.4075,14.811,48.237,3.1371,0.93703,3,1
4,80,15.172,77.952,3.3975,43.585,0.53438,84.216,29.615,31.655,81.562,38.781,8.0979,79.843,13.931,5.7312,124.44,5.4221,14.725,48.09,3.1301,0.93116,3,1
4,85,-27.218,78.088,3.3955,43.483,0.53408,84.061,29.254,31.269,81.417,38.414,7.8759,79.564,13.939,5.7081,125.14,5.4346,14.64,47.934,3.1229,0.92513,3,1
4,90,-69.323,78.249,3.3958,43.397,0.53401,83.896,28.897,30.9,81.267,38.055,7.6612,79.292,13.966,5.6775,125.35,5.449,14.552,47.78,3.1155,0.91947,3,1
4,95,-111.26,78.388,3.3938,43.295,0.53374,83.761,28.535,30.513,81.114,37.692,7.4457,78.998,13.99,5.6468,125.69,5.4604,14.467,47.618,3.1078,0.91355,3,1
4,100,-153.08,78.548,3.3935,43.203,0.53367,83.59,28.174,30.138,80.956,37.327,7.2369,78.704,14.025,5.6119,125.97,5.4748,14.376,47.456,3.0998,0.90803,3,1
4,105,-194.85,78.689,3.3911,43.094,0.53339,83.452,27.808,29.747,80.793,36.958,7.0272,78.387,14.058,5.5759,125.98,5.4851,14.291,47.286,3.0916,0.90229,3,1
4,110,-236.58,78.853,3.3904,42.996,0.53331,83.276,27.442,29.365,80.623,36.587,6.8245,78.068,14.105,5.5348,126.32,5.4991,14.197,47.114,3.0829,0.89703,3,1
4,115,-278.28,78.999,3.3875,42.88,0.53302,83.133,27.07,28.967,80.448,36.211,6.6207,77.725,14.151,5.4926,126.79,5.5096,14.107,46.935,3.074,0.89154,3,1
4,120,-319.97,79.168,3.3864,42.775,0.53292,82.952,26.697,28.577,80.265,35.831,6.424,77.38,14.211,5.4451,127.21,5.5226,14.012,46.753,3.0647,0.88652,3,1
4,125,-361.65,79.327,3.3837,42.655,0.53269,82.807,26.32,28.171,80.076,35.45,6.2272,77.014,14.286,5.391,128.02,5.5351,13.914,46.565,3.0551,0.88134,3,1
4,130,-403.32,79.492,3.3816,42.541,0.53255,82.62,25.94,27.772,79.88,35.059,6.0354,76.637,14.359,5.3372,128.04,5.5447,13.822,46.373,3.045,0.8765,3,1
4,135,-444.99,79.64,3.3772,42.406,0.53224,82.456,25.552,27.354,79.676,34.663,5.8438,76.232,14.435,5.2812,128.81,5.5569,13.718,46.172,3.0344,0.87156,3,1
4,140,-486.66,79.832,3.3756,42.284,0.5321,82.281,25.166,26.947,79.464,34.271,5.6611,75.826,14.537,5.216,129.34,5.5674,13.62,45.969,3.0236,0.86734,3,1
4,145,-528.33,79.989,3.3705,42.137,0.53176,82.108,24.769,26.518,79.241,33.864,5.4773,75.384,14.635,5.1509,129.69,5.5792,13.512,45.755,3.0122,0.86284,3,1
4,150,-570,80.17,3.366,41.986,0.53141,81.938,24.37,26.085,79.008,33.456,5.2991,74.93,14.754,5.0787,130.39,5.5888,13.407,45.537,3.0004,0.8587,3,1
4,155,-611.67,80.351,3.3628,41.852,0.53129,81.745,23.974,25.663,78.773,33.045,5.1238,74.476,14.898,4.9991,130.81,5.5996,13.3,45.32,2.988,0.8547,3,1
4,160,-653.33,80.522,3.3567,41.687,0.53091,81.557,23.563,25.217,78.52,32.622,4.9519,73.98,15.039,4.9192,131.89,5.6083,13.191,45.088,2.9751,0.85089,3,1
4,165,-695,80.714,3.3515,41.523,0.53059,81.374,23.156,24.773,78.26,32.199,4.7842,73.478,15.218,4.8283,132.3,5.6187,13.077,44.856,2.9619,0.84725,3,1
4,170,-736.67,80.917,3.3469,41.362,0.53036,81.159,22.743,24.327,77.988,31.769,4.623,72.959,15.404,4.7364,132.88,5.6278,12.964,44.617,2.948,0.84416,3,1
4,175,-778.33,81.102,3.3398,41.18,0.52998,80.955,22.323,23.865,77.702,31.329,4.4625,72.41,15.615,4.6373,133.56,5.6375,12.844,44.37,2.9334,0.84088,3,1
4,180,-820,81.297,3.3321,40.987,0.52953,80.751,21.897,23.397,77.404,30.886,4.3069,71.836,15.833,4.5372,134.6,5.6457,12.724,44.115,2.9184,0.83801,3,1
4,185,-861.67,81.495,3.3242,40.79,0.52911,80.542,21.467,22.922,77.092,30.437,4.1551,71.245,16.091,4.4275,135.6,5.6558,12.597,43.856,2.9027,0.83527,3,1
4,190,-903.33,81.707,3.3161,40.586,0.52868,80.313,21.035,22.444,76.766,29.98,4.0086,70.634,16.382,4.3116,135.91,5.6628,12.473,43.591,2.8865,0.83292,3,1
4,195,-945,81.925,3.3068,40.364,0.52815,80.084,20.597,21.956,76.425,29.518,3.8664,69.997,16.682,4.196,137.21,5.6714,12.342,43.319,2.8697,0.8308,3,1
4,200,-986.67,82.152,3.2973,40.137,0.52766,79.846,20.156,21.462,76.066,29.051,3.7293,69.342,17.038,4.0698,137.74,5.6807,12.206,43.041,2.8522,0.82895,3,1
4,205,-1028.3,82.39,3.2873,39.9,0.52714,79.608,19.71,20.962,75.692,28.582,3.597,68.665,17.435,3.9383,138.71,5.6877,12.073,42.758,2.8341,0.82739,3,1
4,210,-1070,82.636,3.2769,39.654,0.52665,79.347,19.261,20.454,75.296,28.103,3.4696,67.967,17.901,3.7967,140.02,5.6965,11.931,42.47,2.8152,0.82604,3,1
4,215,-1111.7,82.896,3.2657,39.396,0.52607,79.072,18.81,19.943,74.886,27.619,3.3469,67.247,18.396,3.6556,140.7,5.704,11.79,42.176,2.7959,0.8251,3,0
4,220,-1153.3,83.153,3.2521,39.11,0.52528,78.829,18.353,19.422,74.456,27.13,3.2267,66.491,18.935,3.5115,141.99,5.7106,11.643,41.874,2.7758,0.82419,3,0
4,225,-1195,83.409,3.2385,38.827,0.52466,78.515,17.891,18.894,74.002,26.627,3.1119,65.719,19.558,3.3602,143.06,5.7189,11.491,41.567,2.7546,0.82359,3,0
4,230,-1236.7,83.706,3.2255,38.534,0.52404,78.211,17.434,18.369,73.532,26.133,3.0032,64.94,20.284,3.2015,144.06,5.7256,11.342,41.261,2.7334,0.82346,3,0
4,235,-1278.3,83.982,3.2088,38.208,0.52311,77.912,16.966,17.832,73.039,25.623,2.8959,64.11,21.025,3.0493,145.2,5.7325,11.184,40.941,2.7111,0.82338,3,0
4,240,-1320,84.302,3.1941,37.889,0.52243,77.577,16.505,17.298,72.524,25.122,2.7963,63.288,21.933,2.8855,146.74,5.7393,11.027,40.625,2.6886,0.82385,3,0
4,245,-1320,84.305,3.1941,37.887,0.52242,77.575,16.504,17.296,72.521,25.123,2.797,63.286,21.939,2.8847,146.74,5.7394,11.027,40.624,2.6887,0.82389,3,0
4,250,-1320,84.308,3.1941,37.886,0.52242,77.574,16.503,17.295,72.519,25.124,2.7976,63.285,21.943,2.8841,146.73,5.7395,11.026,40.623,2.6887,0.82392,3,0
4,255,-1320,84.31,3.1941,37.885,0.52242,77.574,16.502,17.294,72.518,25.124,2.7979,63.284,21.946,2.8837,146.73,5.7395,11.026,40.623,2.6888,0.82394,3,0
4,260,-1320,84.312,3.1941,37.885,0.52242,77.574,16.502,17.293,72.517,25.125,2.7982,63.284,21.948,2.8834,146.72,5.7395,11.026,40.623,2.6888,0.82396,3,0
4,265,-1320,84.313,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.125,2.7983,63.284,21.949,2.8832,146.72,5.7396,11.026,40.623,2.6889,0.82396,3,0
4,270,-1320,84.313,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7984,63.284,21.95,2.8831,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
4,275,-1320,84.314,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7984,63.284,21.951,2.883,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
4,280,-1320,84.314,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7984,63.285,21.951,2.883,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
4,285,-1320,84.314,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7984,63.285,21.951,2.883,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
4,290,-1320,84.314,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7984,63.285,21.951,2.883,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
4,295,-1320,84.314,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7984,63.285,21.951,2.8831,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
4,300,-1320,84.314,3.1942,37.885,0.52242,77.574,16.502,17.293,72.517,25.126,2.7983,63.285,21.951,2.8831,146.72,5.7396,11.026,40.623,2.6889,0.82397,3,0
